Name,Sex,Equipment,Age,BodyweightKg,WeightClassKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
Donald Ross,M,Raw,18,109.32,110,158.76,251.74,410.5,242.04
Michelle Marini,F,Raw,18,54.61,56,49.9,108.86,251.74,302.09
Sara Qow,F,Raw,18,57.7,60,54.43,117.93,276.69,318.02
Kathy Goss,F,Raw,18,63.5,67.5,47.63,120.2,269.89,288.13
Denise Gebroe,F,Wraps,18,80.92,82.5,79.38,165.56,385.55,350.57
Cindy Tilton,F,Raw,18,88.72,90,102.06,183.7,428.64,372.63
Bob Jenson,M,Wraps,18,123.83,125,170.1,210.92,551.11,314.66
Roger Johnson,M,Single-ply,18,120.02,125,181.44,256.28,725.75,417.23
Izzie Machado,M,Wraps,18,99.88,100,181.44,219.99,578.33,352.13
De'Borah Better,F,Single-ply,18,58.06,60,54.43,104.33,249.48,285.35
Pamela Godinho,F,Raw,18,80.74,82.5,49.9,124.74,251.74,229.18
Elizabeth Mendez,F,Wraps,18,74.98,75,65.77,136.08,297.1,282.48
Ilda Sampaio,F,Raw,18,51.71,52,47.63,127.01,249.48,312.36
Matti Marsee,F,Raw,18,40.82,44,34.02,79.38,167.83,247.75
Erika Young,F,Raw,18,67.13,67.5,83.91,145.15,335.66,343.94
Blake Schultz,M,Wraps,18,57.83,60,43.09,104.33,217.72,192.16
Charles Wannemacher,M,Raw,18,81.65,82.5,92.99,174.63,433.18,292.01
Hans Hinnershitz,M,Wraps,18,89.81,90,161.03,285.76,705.34,450.77
Kitt Hildreth,M,Raw,18,90.08,90,151.95,231.33,598.74,382.06
Paulo Sevick,M,Wraps,18,102.51,110,154.22,229.06,610.08,367.74
Joseph Walraven,M,Single-ply,18,107.05,110,235.87,317.51,877.7,521.02
Michael Reid,M,Wraps,18,149.91,140,151.95,238.14,605.55,335.08
Erick Rodiguez,M,Raw,18,89.36,90,170.1,226.8,396.89,254.3
Larry Pikula,M,Raw,18,106.59,110,131.54,0,131.54,78.2
Johnny Young,M,Raw,18,95.71,100,129.27,0,129.27,80.14
Mary Thompson,F,Raw,18,73.94,75,52.16,0,52.16,50.03
Zachary Johnson,M,Wraps,18,86.91,90,63.5,138.35,342.46,222.68
Gregory Compton,M,Wraps,18,102.6,110,124.74,247.21,566.99,341.66
James Welsh,M,Wraps,18,130.41,140,188.24,256.28,694,392.3
Sam DeCapua,M,Wraps,18,74.21,75,97.52,197.31,476.27,341.9
Andrew Ahern,M,Wraps,18,79.38,82.5,106.59,231.33,510.29,350.1
Erik Lossing,M,Wraps,18,120.84,125,161.03,306.17,705.34,404.87
Kevin Zybert,M,Single-ply,18,88.9,90,136.08,238.14,594.21,381.75
Mary Kay Jurovcik,F,Wraps,18,64.64,67.5,35,77.5,165,173.82
Lutz Kaelberg,M,Wraps,18,89.9,90,138.35,222.26,576.06,367.96
Joshua Isabelle,M,Wraps,18,130.91,140,129.27,206.38,471.74,266.48
Theodore Sares,M,Raw,18,126.64,140,49.9,90.72,204.12,116.02
Michael Welcheck,M,Multi-ply,18,96.07,100,226.8,206.38,762.04,471.65
Madelene McCain,F,Raw,18,56.7,60,35.02,80.01,185.02,215.59
Nashly Jean,F,Raw,18,81.47,82.5,60.01,152.5,315.02,285.4
Helen Hanherson,F,Raw,18,82.1,82.5,130,0,130,117.29
David Samperi,M,Wraps,18,80.88,82.5,125.01,227.48,544.99,369.53
Adam Chrzan,M,Raw,18,81.19,82.5,62.51,125.01,342.51,231.69
Marc McCain,M,Wraps,18,82.1,82.5,89.99,142.52,367.5,246.91
Oliver Scott Minton,M,Raw,18,82.1,82.5,150,229.97,594.98,399.75
Glenn Pedreira,M,Wraps,18,82.24,82.5,110,195,509.97,342.28
Ken Percy,M,Raw,18,89.81,90,145.01,0,145.01,92.67
Brent Delgado,M,Wraps,18,89.81,90,157.49,262.49,650.22,415.54
Logan Green,M,Raw,18,95.48,100,114.99,0,114.99,71.37
Dawn Macomber,F,Raw,18,82.33,82.5,65.77,142.88,208.65,187.98
Bryan Grimes,M,Single-ply,18,82.5,82.5,99.79,145.15,244.94,164.09
Dave Stahl,M,Single-ply,18,110,110,161.03,251.74,412.77,242.91
Alena Pardoe,F,Raw,18,58.97,60,63.5,113.4,267.62,302.41
Julie Armstrong,F,Raw,18,66.86,67.5,43.09,99.79,210.92,216.75
Roger Penland,M,Wraps,18,74.93,75,38.56,92.99,192.78,137.46
Leon Pelletier,M,Wraps,18,75.75,82.5,72.57,149.69,326.59,231.12
Mack Tomasi,M,Wraps,18,95.07,100,151.95,226.8,591.94,368.08
Clark Atwell,M,Wraps,18,99.06,100,170.1,272.16,689.46,421.2
David D'Alessandro,M,Raw,18,94.44,100,104.33,149.69,367.41,229.16
Damon Senaha,M,Raw,18,120.38,125,102.06,210.92,460.4,264.5
Cody Begnoche,M,Raw,18,94.62,100,0,235.87,235.87,146.99
Robert L Miller,M,Raw,18,104.51,110,115.67,197.31,471.74,282.36
Kaitlyn Pfeffer,F,Wraps,18,74.48,75,58.97,129.27,294.84,281.52
Pete Esposito,M,Wraps,18,86.18,90,122.47,176.9,464.93,303.72
Brian Guski,M,Raw,18,73.94,75,122.47,0,122.47,88.15
JR York,M,Wraps,18,97.79,100,136.08,242.67,605.55,371.93
Reese Menke,M,Wraps,18,108.14,110,136.08,231.33,562.45,332.78
Erik Golub,M,Raw,18,136.08,140,90.72,0,90.72,50.92
Nate Matthews,M,Raw,18,103.6,110,188.24,292.57,480.81,288.69
Charles Beaver,M,Raw,18,74.16,75,97.52,204.12,301.64,216.64
Katherine Stojkovic,F,Raw,18,51.71,52,45,100,217.5,272.32
Lisa Long,F,Raw,18,70.31,75,65,117.5,285,282.67
Rena Echols,F,Raw,18,76.88,82.5,62.5,135,305,285.58
Brigs Schulz,M,Raw,18,89.2,90,122.5,202.5,490,314.25
Russell Fiske,M,Wraps,18,81.19,82.5,136.08,204.12,535.24,362.06
Brandon Toranzo,M,Raw,10,58.42,60,49.9,102.06,254.01,222.05
Salvatore Sciascia,M,Raw,18,113.49,125,210.92,281.23,741.62,432.47
Kelly Mills,F,Wraps,18,70.76,75,43.09,92.99,222.26,219.48
Gary Digregorio,M,Raw,18,60.87,67.5,68.04,124.74,285.76,240.56
Joshua Lemoine,M,Wraps,18,109.13,110,181.44,299.37,752.96,444.2
Jerry Moynihan,M,Raw,18,99.7,100,0,213.19,213.19,129.9
John Hart,M,Raw,18,144.7,140,0,288.03,288.03,160.18
Bill Hunter,M,Raw,18,88.72,90,127.01,0,127.01,81.68
Jason Roath,M,Wraps,18,92.9,100,138.35,231.33,564.72,354.93
Bob Lemieux,M,Wraps,18,89.54,90,140.61,217.72,551.11,352.75
Jim Kathios,M,Wraps,18,98.07,100,151.95,229.06,578.33,354.79
David Resnick,M,Raw,18,83.1,90,120.2,0,120.2,80.18
Jane Pardy,F,Raw,18,49.17,52,20.41,52.16,108.86,141.62
Shawn Volelgesang,M,Wraps,18,81.56,82.5,80.01,82.51,197.54,133.25
Drew Burns,M,Wraps,18,74.84,75,119.98,192.5,414.99,296.15
Clifton Lane,M,Wraps,18,80.47,82.5,132.49,237.5,585,397.91
Andrew Acoots,M,Wraps,18,105.69,110,127.5,190.01,499.99,298.09
Jesse McHone,M,Wraps,18,106.23,110,202.48,260,692.5,412.15
Lewis Armistead,M,Multi-ply,18,115.94,125,72.57,250.02,322.59,187.04
Rick Peters,M,Single-ply,18,73.39,75,177.49,0,177.49,128.43
Regina Ashley,F,Wraps,18,63.59,67.5,42.5,97.5,232.49,247.93
Amy Thomas,F,Wraps,18,102.6,90,67.5,197.5,432.5,357.51
Michael Morgan,M,Wraps,18,79.65,82.5,117.5,165,419.99,287.52
Nick Alevras,M,Wraps,18,88.9,90,165,230,599.99,385.46
James Robinson,M,Wraps,18,97.98,100,132.5,297.5,675,414.25
Ken Hancock,M,Raw,18,106.23,110,169,0,169,100.58
James Turner Jr,M,Raw,18,101.88,100,132.5,175,307.49,185.78
Melissa Maupin,F,Raw,18,59.15,60,0,102.5,102.5,115.55
Wes Hemp,M,Single-ply,18,79.29,82.5,0,230,230,157.91
Andy S Hepler,M,Raw,18,59.87,60,56.7,142.88,292.57,250.02
Adrian Horgan,F,Raw,18,62.78,67.5,57.5,135,299.99,323.03
Brent Hartley,M,Wraps,18,78.29,82.5,145,247.5,585,404.95
Eddie Ryckman,M,Wraps,18,82.19,82.5,165,272.5,710,476.71
David Russell,M,Wraps,18,81.47,82.5,157.5,220,604.99,408.38
Robb Mantovani,M,Wraps,18,82.46,82.5,155,222.5,604.99,405.4
Anders Listoe,M,Raw,18,107.41,110,140,265,599.99,355.77
David Taylor,M,Raw,18,88.36,90,157.5,0,157.5,101.51
Matthew Collins,M,Raw,18,117.39,125,205,0,205,118.48
Logan Williams,M,Single-ply,18,98.61,100,102.06,199.58,301.64,184.62
Chris French,M,Multi-ply,18,114.12,125,177.5,247.5,789.99,459.98
Will Porter,M,Wraps,18,139.62,140,175,295,727.49,406.69
Rick Cornette,M,Raw,18,109.13,110,167.5,0,167.5,98.82
Robert Fabiano,M,Multi-ply,18,82.3,82.5,175,227.5,690,462.91
Jerome Cook,M,Single-ply,18,98.2,100,220,0,220,134.89
Brenda Torres,F,Wraps,18,54.52,56,36.29,113.4,235.87,283.41
Lori Jones,F,Raw,18,62.6,67.5,47.63,86.18,192.78,208.04
Shane Ellinwood,M,Wraps,18,72.21,75,131.54,199.58,494.42,361.98
James Harman,M,Single-ply,18,89.18,90,124.74,190.51,453.59,290.93
Brianna Bruccoleri,F,Raw,18,57.52,60,45.36,97.52,233.6,269.15
Shawn Jackson,M,Wraps,48,124.74,125,158.76,183.7,512.56,292.2
Darryl Richardson,M,Raw,18,160.93,140,215.46,249.48,669.05,366.47
Frank Myers Sr,M,Raw,61,123.01,125,195.04,0,195.04,111.51
Nick Curl,M,Multi-ply,18,163.93,140,249.48,0,249.48,136.27
Mike Chapman,M,Raw,65,121.93,125,113.4,113.4,226.8,129.92
Amanda Noll,F,Raw,18,67.49,67.5,52.16,108.86,161.03,164.37
Christopher Gentile,M,Raw,18,96.52,100,124.74,190.51,315.25,194.72
Anthony Catagallo,M,Raw,41,77.29,82.5,154.22,210.92,365.14,254.91
Courtney Childress,F,Raw,20,54.43,56,54.43,129.27,183.7,221.01
Nicole Smith,F,Raw,18,74.3,75,0,124.74,124.74,119.29
Travis Anderson,M,Raw,16,136.62,140,0,151.95,151.95,85.23
Susan McCallion,F,Multi-ply,18,52.8,56,49.9,113.4,301.64,371.61
Edward Brown,M,Raw,18,99.79,100,102.06,136.08,238.14,145.05
Alexandra Baron,F,Raw,18,53.98,56,45,92.5,207.5,251.27
Kenny Dubourg,M,Raw,18,82.19,82.5,115,205,510,342.43
David Oshilds,M,Wraps,18,82.19,82.5,127.5,200,517.5,347.46
Martin Gross,M,Raw,18,89.54,90,127.5,240,540,345.64
Eric Kahn,M,Raw,18,99.43,100,147.5,150,440,268.4
Dylan Krecic,M,Wraps,18,108.68,110,150,227.5,605,357.38
Shawn Knowles,M,Multi-ply,18,109.77,110,272.5,317.5,1045,615.37
Joe Welch,M,Raw,18,113.22,125,160,205,547.5,319.49
Andrew Gipson,M,Single-ply,18,81.87,82.5,142.88,199.58,342.46,230.48
Max Berger,M,Raw,18,59.6,60,45.36,83.91,204.12,175.16
Timothy Cordova,M,Wraps,18,95.35,100,147.5,210,540,335.34
Carole Yocum,F,Raw,18,96.8,100,62.5,120,182.49,153.48
Brad Klinger,M,Single-ply,18,133.08,140,319.78,0,319.78,180.13
Kenny Ruiz,M,Raw,18,66.3,67.5,125,180,480,375.5
Michael Trinh,M,Raw,18,69.6,75,117.5,175,445,334.95
Vincent Nguyen,M,Raw,18,81.4,82.5,112.5,205,510,344.44
Ryan Bates,M,Raw,18,100.3,110,122.5,215,497.5,302.41
Walter Hammann,M,Wraps,18,110,110,195,227.5,657.5,386.93
Carmen Alejandro,F,Single-ply,18,82.46,82.5,68.04,165.56,369.68,332.78
Cassandra Pinto,F,Wraps,18,89.72,90,97.5,175,452.49,391.49
Robert Greer,M,Raw,18,121.74,125,187.5,0,187.5,107.45
Hector Diaz,M,Raw,18,81.01,82.5,72.57,124.74,299.37,202.79
Joseph Albergo,M,Wraps,18,107.59,110,174.63,181.44,576.06,341.39
Lois Lavoie,F,Wraps,18,59.06,60,52.16,97.52,240.4,271.33
Helen Williams,F,Single-ply,18,71.67,75,52.16,113.4,272.16,266.45
Jennifer Kidwell,F,Raw,18,82.1,82.5,47.63,136.08,254.01,229.18
Carol Tock,F,Wraps,18,109.13,90,49.9,102.06,238.14,193.95
Brad Vigor,M,Wraps,18,88.72,90,167.83,251.74,684.92,440.49
Drew Bielomyza,M,Wraps,18,108.68,110,188.24,288.03,796.05,470.24
Kris Ford,M,Wraps,18,115.94,125,138.35,249.48,616.89,357.68
Sabrina De Costa,F,Wraps,18,67.22,67.5,86.18,170.1,415.04,424.87
Cathee Clement,F,Wraps,18,68.67,75,54.43,104.33,251.74,253.81
Jake L. Getchell,M,Single-ply,18,88.9,90,102.06,206.38,494.42,317.64
John Stinson,M,Wraps,18,88.9,90,61.23,99.79,238.14,152.99
Peter Aptakin,M,Raw,18,62.41,67.5,34.02,63.5,97.52,80.29
Tom Barret,M,Raw,18,64.59,67.5,65.77,0,65.77,52.58
Melissa Deprince,F,Raw,18,59.06,60,52.16,90.72,142.88,161.26
Carol Reid,F,Raw,18,70.13,75,31.75,65.77,97.52,96.89
Matthew Copenrath,M,Raw,18,76.11,82.5,120.2,188.24,308.44,217.57
Zack Brayfield,M,Raw,18,100.97,100,115.67,256.28,371.95,225.5
Jamie McCarey,M,Raw,18,105.05,110,108.86,154.22,263.08,157.18
James Slayton,M,Raw,18,80.74,82.5,156.49,217.72,555.65,377.16
Marcus Milner,M,Raw,18,171.46,140,149.69,319.78,709.87,385.03
John Lockwood,M,Wraps,18,107.77,110,147.42,258.55,621.42,368.08
Tommy Lacaprucia,M,Wraps,18,88,90,117.93,208.65,521.63,336.92
Greg Monmaney,M,Multi-ply,18,81.65,82.5,140.61,190.51,331.12,223.21
Tom Conti,M,Multi-ply,18,111.13,125,129.27,215.46,344.73,202.25
Casiana Arroyo,F,Raw,18,67.31,67.5,0,104.33,104.33,106.7
Michael B. Danneker,M,Single-ply,18,116.94,125,170.1,0,170.1,98.41
Bascom Bailey,M,Raw,18,159.66,140,155,265.5,647.99,355.35
Bill Martin,M,Raw,18,104.33,110,0,242.67,0,0
Madison Goodman,M,Raw,18,81.74,82.5,122.47,0,0,0
Charles Mccleary,M,Wraps,18,72.3,75,40.82,115.67,244.94,179.17
Patrick Kusier,M,Single-ply,18,86.55,90,154.22,216.59,604.41,393.91
Robert Giarrizzo,M,Single-ply,18,106.23,110,22.68,226.8,478.54,284.81
Steve Prisby,M,Single-ply,18,106.05,110,113.4,165.56,437.72,260.66
Richard Aschenbrenner,M,Wraps,18,93.89,100,131.54,219.99,512.56,320.55
Kathy Jones,F,Raw,18,53.07,56,35,80,172.5,211.68
Hunter Veach,M,Raw,18,109.95,110,130,230,549.99,323.71
Nathaniel Davidson,M,Raw,18,98.97,100,160,242.5,402.5,245.99
David Palmer,M,Raw,18,77.29,82.5,0,155,155,108.21
Jamaris Davis,M,Single-ply,18,79.65,82.5,142.5,275,634.99,434.71
Amanda Goins,F,Raw,18,64.86,67.5,63.5,120.2,290.3,305.04
Logan Combs,M,Raw,18,82.1,82.5,149.69,222.26,539.77,362.65
Josh Kersting,M,Multi-ply,18,113.4,125,252.42,269.89,827.22,482.5
Brice Moreland,M,Wraps,18,58.51,60,81.65,138.35,319.78,279.15
Tommy Burrows,M,Raw,18,53.52,56,27.22,79.38,163.29,155.53
Cooper Privett,M,Raw,18,120.66,125,129.27,226.8,596.47,342.49
Ronald Bruce,M,Multi-ply,18,124.74,125,104.33,174.63,387.82,221.09
Markcus Milner,M,Raw,18,175.09,140,0,317.51,317.51,171.64
Jeffrey Nayer,M,Raw,18,63.87,67.5,0,147.5,0,0
Ray Muller,M,Raw,18,89.81,90,0,142.5,142.5,91.07
Nydir Hayden,M,Wraps,18,73.48,75,115.67,215.46,535.24,386.95
William Kisthardt,M,Single-ply,18,124.74,125,0,138.35,138.35,78.87
Christopher Wayne Rege,M,Multi-ply,18,113.58,125,317.51,0,317.51,185.11
Bert Dyer,M,Raw,18,89.36,90,124.74,188.24,312.98,200.54
Patrick Maguire,M,Raw,18,145.78,140,249.48,317.51,566.99,314.98
John Moran,M,Raw,18,85.09,90,90.72,174.63,265.35,174.59
Ryley White,M,Wraps,18,89.18,90,140.61,242.67,580.6,372.4
Robert Collester,M,Raw,18,88.9,90,52.5,122.5,175,112.43
Max Berger,M,Wraps,18,70.03,75,68.04,136.08,324.32,242.96
Ed Sapienza,M,Multi-ply,18,98.52,100,147.42,181.44,521.63,319.39
Mohamed Said Ahmed Nasr,M,Raw,18,124.74,125,170.1,299.37,798.32,455.11
Destiny Abraeu,F,Wraps,18,54.43,56,34.99,75,185,222.58
Darci Ball,F,Wraps,18,59.15,60,72.5,125,317.5,357.92
Lisa Benitez,F,Raw,18,59.24,60,52.5,115,272.5,306.83
Andrea Popwell,F,Raw,18,57.52,60,72.5,145,217.5,250.6
Nikie Lo,F,Wraps,18,66.68,67.5,57.5,137.5,310,319.19
Kaye Green,F,Raw,18,71.94,75,52.5,107.5,190,185.55
Meloney Santiago,F,Raw,18,97.7,100,77.5,127.5,325,272.52
Monica Merrill,F,Raw,18,66.41,67.5,55,107.5,162.5,167.81
Xavier Chapoteau,M,Wraps,18,74.21,75,142.5,267.5,642.5,461.23
Victor Pantoja,M,Raw,18,70.67,75,95,162.5,395,293.87
Kenneth Canales,M,Raw,18,81.47,82.5,102.5,170,410,276.76
Zachary Heller,M,Wraps,18,80.92,82.5,132.5,225,552.5,374.51
Ben Zang,M,Raw,18,79.92,82.5,127.5,210,492.5,336.44
Tommy Putnam,M,Single-ply,18,79.29,82.5,50,105,247.5,169.93
Pat Roberts,F,Wraps,18,69.67,75,38.56,83.91,195.04,194.67
Emma Scruton,F,Raw,18,72.85,75,65.77,123.6,298.24,288.85
Brock Houle,M,Single-ply,18,80.38,82.5,108.86,188.24,442.25,301.03
Tom Williamson,M,Wraps,18,86.73,90,68.04,113.4,272.16,177.17
Casiana Arroyo,F,Raw,18,71.3,75,49.9,115.67,165.56,162.65
James Rundall,M,Single-ply,18,89.54,90,158.76,258.55,700.8,448.56
Thomas Culkin,M,Single-ply,18,113.31,125,99.79,158.76,399.16,232.87
CJ Murphy,M,Multi-ply,18,107.86,110,172.37,0,172.37,102.07
Victoria Zelaya,F,Raw,18,59.78,60,58,98,236,263.86
Brandon Williams,M,Wraps,18,98.52,100,170,285,697.5,427.08
Corey Griffith,M,Wraps,18,98.61,100,157.5,275,672.5,411.61
Lorri Manning,F,Raw,18,55.25,56,56.7,124.74,181.44,215.75
John Moran,M,Wraps,18,82.19,82.5,92.99,181.44,444.52,298.46
Arnold Coleman,M,Raw,18,87.3,90,207.5,315,815,528.67
Amy Weisberger,F,Raw,18,66.8,67.5,112.5,182.5,437.5,449.89
Alex Kang,M,Raw,18,64.2,67.5,0,212.5,212.5,170.75
Da'Mon Mayers,M,Raw,18,90,90,0,312.5,312.5,199.5
Noriko Karyia,F,Raw,18,55.2,56,57.5,0,0,0
Jill Mills,F,Raw,18,75,75,0,0,0,0
Vashon Perryman,M,Raw,18,74.3,75,135,300,693,497.06
Jamie Lewis,M,Wraps,18,82.1,82.5,167.5,285,732.5,492.14
Kade Weber,M,Wraps,18,108.8,110,205,347.5,862.5,509.31
Michael Zundelevich,M,Raw,18,99.2,100,200,0,200,122.11
Johnnie Jackson,M,Raw,18,120.6,125,0,377.5,377.5,216.78
Taylar Stallings,F,Wraps,18,67,67.5,115,227.5,535,548.96
Cynthia St. Clair,F,Wraps,18,43.6,48,42.5,120,242.5,343.53
Cadet Bryant,M,Wraps,18,58.8,60,100,170,410,356.25
Lance Hickey,M,Wraps,18,109.6,110,182.5,340,827.5,487.53
Jesse Kellum,M,Wraps,18,89.6,90,217.5,287.5,812.5,519.88
Scott Desinor,M,Wraps,18,59.9,60,92.5,205,427.5,365.16
Ansley Huffman,F,Wraps,18,104.3,90,97.5,195,477.5,393.03
Shana Ratcliff,F,Wraps,18,43.9,44,67.5,125,307.5,433.64
Cory Burns,M,Raw,18,127.1,140,232.5,0,232.5,132.05
Michael Renfroe,M,Raw,18,114.3,125,227.5,0,227.5,132.41
Benjamin Williams,M,Raw,18,90,90,192.5,0,192.5,122.89
Rayden Shumock,M,Wraps,18,72.8,75,102.06,149.69,405.97,295.47
Michelle Pinckney,F,Raw,18,110,110,82.5,162.5,387.5,315.06
Hunter Janes,M,Raw,18,48,48,0,183.7,183.7,196.62
D'varon Felicano,M,Raw,18,57.15,60,81.65,149.69,231.33,206.49
Mike Lipinski,M,Multi-ply,18,82.1,82.5,229.06,238.14,467.2,313.9
Alexis Estringel,F,Single-ply,18,75,75,77.11,102.06,321.6,305.73
Andrea Ramos,F,Wraps,18,60,60,94.8,197.31,484.44,540.1
Charles Krause Jr,M,Wraps,18,90,90,124.74,197.31,499.41,318.82
Gabriela Reyna,F,Single-ply,18,56,56,44.91,87.09,219.09,257.78
Jacob Abrahamson,M,Raw,18,90,90,0,229.97,229.97,146.81
Matthew McCormick,M,Wraps,18,100,100,209.56,304.81,841.87,512.35
Michael Saldivar,M,Single-ply,18,53.07,56,154.99,0,154.99,148.91
Derek Clark,M,Multi-ply,18,59.33,60,107.5,162.48,429.55,370.15
Brenton Jumper,M,Single-ply,18,73.66,75,124.74,204.57,329.31,237.65
Joseph Chaney,M,Single-ply,18,89.63,90,119.75,242.22,464.48,297.15
John Roland Jr,M,Wraps,18,45.63,48,34.02,72.57,170.1,192.96
Nathan Barton,M,Wraps,18,89.45,90,151.95,294.84,737.09,472.03
Henry Mincey,M,Raw,18,176.45,140,226.8,0,226.8,122.45
Madeline Brown,F,Raw,18,53.8,56,27.22,0,27.22,33.05
Kiara Akuna,F,Wraps,18,56,56,54.43,102.06,269.89,317.55
Matthew Sheeron,M,Wraps,18,100,100,142.88,149.69,435.45,265.01
Joel Guy,M,Raw,41,97.61,110,125,255,582.5,358.05
Kell Van Daal,M,Multi-ply,39,98.79,110,187.5,240,732.5,448
Chris White,M,Multi-ply,29,115.48,110+,230,257.5,757.5,439.66
Greg Panora,M,Single-ply,36,123.56,110+,252.5,0,0,0
JP Price,M,Raw,32,170.37,110+,290,345,1070,580.96
Chris Bridgeford,M,Wraps,22,120.47,110+,222.5,372.5,945,542.81
Jeremy Avilla,M,Raw,28,98.97,110,192.5,377.5,892.5,545.45
Ernesto Leyva,M,Wraps,38,99.52,110,187.5,300,772.5,471.05
Nicholas Pigulski,M,Wraps,23,89.81,90,185,285,735,469.73
Jay DeNatale,M,Raw,35,78.93,90,110,222.5,520,358.06
Damon Thurman,M,Raw,32,98.25,110,215,0,215,131.79
Bryce Hansen,M,Raw,22,82.01,90,175,0,175,117.65
Kayelee Howard,F,Raw,21,106.32,75+,47.5,112.5,235,192.53
Alyssa Denny,F,Raw,26,68.22,75,72.5,145,360,364.65
Tina Michaud,F,Raw,31,80.92,75+,72.5,165,367.5,334.16
Diane Anderson,F,Wraps,58,96.25,75+,62.5,142.5,325,273.85
Kim Tran,F,Wraps,27,48.81,75,85,170,427.5,559.22
Kristy Hawkins,F,Raw,36,74.84,75,142.5,230,597.5,568.77
Steve Phillips,M,Single-ply,18,105.05,110,147.42,0,147.42,88.08
Ashley Barry,F,Raw,21,56,56,52.5,117.5,250,294.15
John Kudey Jr,M,Raw,33,117.5,117.5,197.5,292.5,755,436.27
Brick Davis,M,Wraps,36,117.5,117.5,200,292.5,752.5,434.82
Tim Hadden,M,Wraps,44,140,140,185,272.5,697.5,389.77
Jason Keller,M,Raw,13,67.5,67.5,70,155,225,173.48
Barbara Ann Garcia,F,Wraps,18,91.63,100,70,120,270,231.61
Dan Stovall,M,Wraps,18,71.85,75,79.38,145.15,335.66,246.66
Cody Ray,M,Wraps,19,80.74,82.5,125,215,567.5,385.21
Gabriel Kerr,M,Raw,18,89.13,90,110,217.5,522.5,335.23
Mike Saravane,M,Wraps,33,157.49,140,200,272.5,760,417.6
Scott Shufelt,M,Wraps,44,99.56,100,172.5,50,472.5,288.07
Shawn Morrissey,M,Raw,33,84.59,90,0,215,215,141.93
Therodore Sares,M,Wraps,18,127.01,140,45.36,68.04,181.44,103.07
Tee Goecke,M,Raw,42,127.91,110+,137.5,195,572.5,324.77
Brigitte Bieyro,F,Raw,33,82.19,75+,62.5,120,277.5,250.23
William Bowen,M,Wraps,33,93.44,110,140,260,625,391.75
Max Cantor,M,Wraps,37,81.1,90,132.5,237.5,600,406.15
Marisa Lara,F,Single-ply,23,67.13,75,122.5,195,317.5,325.33
Jason Church,M,Wraps,18,82.83,90,117.93,181.44,433.18,289.5
Michael Cantrell,M,Multi-ply,18,107.05,110,129.27,181.44,498.95,296.19
Trey Gillespie,M,Raw,18,52,52,45.36,92.99,138.35,135.76
Johnny Watkins,M,Raw,18,82.5,82.5,124.74,204.12,328.85,220.3
Richard Sims Jr,M,Multi-ply,18,82.5,82.5,129.27,172.37,301.64,202.07
Jabali Brown,M,Raw,18,75,75,165.56,0,165.56,117.97
Ted Feight,M,Multi-ply,18,67.5,67.5,95.25,156.49,410.5,316.5
Richard Gidcumb,M,Multi-ply,18,67.5,67.5,0,0,136.08,104.92
Bill Bradford,M,Multi-ply,18,82.5,82.5,102.06,0,102.06,68.37
Tracy Johnson,M,Multi-ply,18,110,110,174.63,217.72,639.57,376.38
Tony Childers,M,Single-ply,18,67.5,67.5,92.99,167.83,415.04,320
Adam Wade,M,Single-ply,18,100,100,142.88,249.48,641.83,390.61
John Scholar,M,Raw,18,75,75,88.45,170.1,258.55,184.23
Martin Tallent,M,Raw,18,117.5,117.5,136.08,0,136.08,78.63
Jake Hill,M,Multi-ply,18,110,110,90.72,0,90.72,53.39
Jason Payne,M,Multi-ply,18,90,90,165.56,0,165.56,105.69
Mathew Farris,M,Multi-ply,18,82.5,82.5,86.18,0,86.18,57.73
Justin Quillin,M,Single-ply,18,89.81,90,127.01,206.38,555.65,355.11
Mike Gunny Green,M,Multi-ply,18,110,110,299.37,0,299.37,176.18
David Carpenter,M,Single-ply,18,110,110,176.9,249.48,709.87,417.75
Tony Lucus,M,Wraps,18,125,125,242.67,317.51,877.69,500.15
Terry Burgin,M,Single-ply,18,110,110,199.58,238.14,709.88,417.76
Natalie Harrington,F,Multi-ply,18,56,56,111.13,156.49,474,557.71
Joey Billiot,M,Multi-ply,18,82.5,82.5,229.06,240.4,791.51,530.24
Kim Craft,F,Raw,18,56,56,56.7,0,56.7,66.71
Brian Albert,M,Single-ply,18,67.5,67.5,181.44,0,181.44,139.89
Suzanne Mikolay-Schwanke,F,Multi-ply,18,67.22,67.5,127.01,172.37,512.56,524.69
Donna Krystik,F,Wraps,41,76.57,82.5,72.57,136.08,319.78,300.14
Karl Schulz,M,Multi-ply,39,99.97,100,276.69,272.16,861.83,524.56
Steve Lamneck,M,Single-ply,57,87.5,90,201.85,274.42,805.13,521.62
Ryan Robertson,M,Wraps,33,79.11,82.5,111.13,181.44,415.04,285.37
Louie Morrison,M,Multi-ply,30,82.28,82.5,217.72,260.82,757.5,508.27
Mike Bledsoe,M,Wraps,28,81.74,82.5,120.2,217.72,521.63,351.4
Kody Presswood,M,Multi-ply,20,74.84,75,181.44,233.6,732.55,522.76
Curt Grasle,M,Wraps,23,80.01,82.5,136.08,272.16,612.35,418.02
Bradley Starling,M,Single-ply,17,64.05,67.5,102.06,197.31,505.76,407.21
Jamie Perry,F,Multi-ply,32,55.34,56,74.84,0,74.84,88.88
