Artist Name,Song Name,Days,Top 10,Peak Position,Peak Position2,Peak Streams,Total Streams
Kesha ,Finding You,1,0,179,0,175397,175397
The xx ,A Violent Noise,1,0,174,0,175260,175260
Wiz Khalifa ,Washingtons By Your Side,1,0,157,0,175204,175204
Nelly ,Country Grammar (Hot Shit),2,0,108,0,112649,174883
Emeli Sandé ,Hurts,1,0,141,0,174738,174738
Soundgarden ,Burden In My Hand,1,0,197,0,174698,174698
AlunaGeorge ,Not Above Love,1,0,142,0,174609,174609
Alan Walker ,Alone,1,0,162,0,174219,174219
The Beatles ,Can't Buy Me Love  Remastered,2,0,178,0,88677,174132
Mac DeMarco ,Chamber Of Reflection,1,0,195,0,173854,173854
Friyie ,Money Team,1,0,166,0,173792,173792
Kid Cudi ,ILLusions,1,0,192,0,173180,173180
Beck ,Wave,2,0,115,0,90184,173169
Wham! ,Wake Me up Before You GoGo,1,0,123,0,172795,172795
Tove Lo ,Keep It Simple,1,0,121,0,172757,172757
Cash Cash ,Millionaire,1,0,132,0,172637,172637
Young Thug ,Feel It,1,0,179,0,172486,172486
Train ,"Hey, Soul Sister",2,0,128,0,99751,171748
The Beatles ,"Hello, Goodbye  Remastered",2,0,185,0,87692,171289
Maggie Rogers ,On + Off,1,0,162,0,171018,171018
ZHU ,Dreams,1,0,185,0,170557,170557
Nelly ,Hot In Herre,2,0,134,0,100906,170230
Dimitri Vegas & Like Mike ,Complicated,1,0,192,0,169975,169975
Soulja Boy ,Crank That (Soulja Boy),2,0,197,0,89369,169352
Imagine Dragons ,Dream,2,0,120,0,95664,169161
Kygo ,I'm in Love,1,0,123,0,168359,168359
Purity Ring ,heartsigh,2,0,142,0,88888,168075
Sigrid ,Don't Kill My Vibe,1,0,188,0,167135,167135
Natalie La Rose ,Around The World,2,0,179,0,83725,166671
MC Ty ,Jingle Bell Rock,1,0,188,0,166659,166659
Ugly God ,I'm a Nasty Hoe,1,0,193,0,166508,166508
Florence + The Machine ,Delilah,2,0,175,0,86792,166475
Queen ,Thank God It's Christmas  2011 Remaster,1,0,180,0,166463,166463
Iggy Azalea ,Iggy SZN,3,0,139,0,63021,166328
Chuck Berry ,Johnny B. Goode,1,0,175,0,166308,166308
Prince ,Kiss,1,0,198,0,166301,166301
Jeremih ,I Think Of You,1,0,194,0,165596,165596
Sean Paul ,No Lie,1,0,160,0,165443,165443
Hilary Duff ,My Kind,2,0,149,0,89482,165428
Sia ,Never Give Up,1,0,161,0,165417,165417
Brett Eldredge ,No Stopping You,1,0,196,0,165390,165390
Fifth Harmony ,That's My Girl,1,0,143,0,165043,165043
Kesha ,Hunt You Down,1,0,196,0,164754,164754
Khalid ,Coaster,1,0,190,0,164727,164727
Kings of Leon ,Around The World,1,0,129,0,164630,164630
Ugly God ,I'm Tryna Fuck,1,0,200,0,164601,164601
Eminem ,Kings Never Die,2,0,156,0,85283,164482
Andrew McMahon in the Wilderness ,So Close,1,0,169,0,163434,163434
G,"Eazy  Saw It Coming (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",1,0,135,0,163198,163198
OneRepublic ,Let's Hurt Tonight,1,0,137,0,163075,163075
iLoveMemphis ,Hit the Quan  Throw the Flag Version,2,0,166,0,84368,163044
G,Eazy  Vengeance On My Mind,1,0,188,0,162733,162733
J. Cole ,Crooked Smile,1,0,189,0,162501,162501
Handsome Ghost ,Steps,2,0,147,0,82820,162239
Shallou ,Begin,1,0,200,0,162102,162102
Michael Bublé ,Nobody But Me,1,0,146,0,161346,161346
Troye Sivan ,BITE,2,0,182,0,80753,161161
Disclosure ,Bang That,2,0,158,0,82240,161043
Alabama Shakes ,Gimme All Your Love,2,0,159,0,81303,160085
Kodak Black ,Versatile,1,0,185,0,160068,160068
Bastille ,Blame,1,0,149,0,160055,160055
Marian Hill ,Back To Me,1,0,193,0,160024,160024
Macklemore & Ryan Lewis ,Dance Off,1,0,90,0,159984,159984
Dean Martin ,Jingle Bells,1,0,189,0,159757,159757
Kent Jones ,Alright,1,0,150,0,159754,159754
Dustin Lynch ,Hell Of A Night,2,0,179,0,79875,159748
Emma Stone ,Audition (The Fools Who Dream),1,0,190,0,159671,159671
Marc E. Bassy ,Morning,1,0,142,0,159335,159335
Pentatonix ,Little Drummer Boy,2,0,126,0,90121,159131
Regina Spektor ,Dear Theodosia,1,0,185,0,159066,159066
John Legend ,Penthouse Floor,1,0,171,0,158950,158950
*NSYNC ,Bye Bye Bye,2,0,144,0,82592,158867
Usher ,Rivals,1,0,155,0,158835,158835
Pentatonix ,God Rest Ye Merry Gentlemen,1,0,192,0,158783,158783
Vince Gill ,Have Yourself A Merry Little Christmas,2,0,123,0,95814,158769
Snoop Dogg ,Peaches N Cream,2,0,142,0,83063,158684
J Balvin ,Bonita,1,0,199,0,158543,158543
Timeflies ,Stuck With Me,2,0,153,0,85577,158506
Sia ,Move Your Body  Single Mix,1,0,179,0,158285,158285
Blake Shelton ,A Guy With a Girl,1,0,195,0,158198,158198
blink,182  Kings of the Weekend,1,0,153,0,158107,158107
Beck ,Don't Let It Go,2,0,128,0,82268,158051
Mac Miller ,Congratulations,1,0,174,0,156131,156131
Hozier ,Better Love,1,0,136,0,156055,156055
Death Cab for Cutie ,Black Sun,2,0,113,0,85089,156017
Nas ,Wrote My Way Out,1,0,192,0,155922,155922
Lost Kings ,Phone Down,1,0,152,0,155558,155558
Iggy Azalea ,Trouble,2,0,159,0,86256,155538
Rihanna ,Sledgehammer,1,0,156,0,155008,155008
Prince ,Good Love,1,0,137,0,154516,154516
Post Malone ,Cold,1,0,198,0,154134,154134
The Barden Bellas ,World Championship Finale 2,2,0,143,0,86958,153851
Catey Shaw ,Cuddle Up,2,0,160,0,80229,153653
ScHoolboy Q ,Lord Have Mercy,1,0,136,0,153191,153191
Green Day ,Still Breathing,1,0,169,0,153079,153079
D'Angelo ,Prayer,2,0,136,0,81106,152905
Lana Del Rey ,Video Games  Remastered,2,0,184,0,76816,152713
Cole Swindell ,Let Me See Ya Girl,2,0,192,0,76897,152560
DeJ Loaf ,No Fear,1,0,200,0,152420,152420
D'Angelo ,Betray My Heart,2,0,137,0,81019,151501
Bobby McFerrin ,Don't Worry Be Happy,1,0,179,0,151239,151239
Sia ,Move Your Body  Alan Walker Remix,1,0,156,0,151060,151060
Cashmere Cat ,Wild Love,1,0,163,0,150870,150870
Ginuwine ,Pony  Single Version,2,0,184,0,76241,150854
Daya ,Cool,1,0,174,0,150562,150562
Jason Mraz ,Lucky,2,0,112,0,94945,150491
Troye Sivan ,YOUTH  Gryffin Remix,1,0,139,0,150425,150425
Ellie Goulding ,Holding On For Life,1,0,92,0,150102,150102
Kehlani ,Keep On,1,0,197,0,150079,150079
Leonard Cohen ,You Want It Darker,1,0,166,0,150025,150025
Sylvan Esso ,Radio,1,0,172,0,149944,149944
Tory Lanez ,All The Girls,1,0,156,0,149852,149852
Madden ,Alive,1,0,170,0,149624,149624
Kelly Clarkson ,My Favorite Things,1,0,115,0,149063,149063
Eve 6 ,Inside Out,2,0,153,0,78044,148993
Pierce The Veil ,Circles,1,0,148,0,148970,148970
Empire of the Sun ,High And Low,1,0,168,0,148963,148963
Jon Bellion ,80's Films,1,0,165,0,148661,148661
Kings of Leon ,Over,1,0,153,0,148486,148486
Beck ,Blackbird Chain,2,0,145,0,76846,148406
Porter Robinson ,Shelter,1,0,149,0,148374,148374
August Alsina ,Drugs,1,0,200,0,148236,148236
blink,182  Teenage Satellites,1,0,168,0,147743,147743
Phantogram ,You Don’t Get Me High Anymore,1,0,152,0,147687,147687
Kehlani ,Gangsta (From Suicide Squad The Album),1,0,189,0,147163,147163
Sam Smith ,Good Thing,2,0,142,0,77691,147139
Kanye West ,POWER,2,0,155,0,85895,146525
Eminem ,Campaign Speech,1,0,167,0,146312,146312
The Naked And Famous ,Higher,1,0,148,0,146305,146305
Sam Cooke ,(What A) Wonderful World  Remastered,1,0,189,0,145568,145568
Madeon ,You're On,2,0,119,0,73648,145103
Jane Zhang ,Dust My Shoulders Off,1,0,165,0,145025,145025
The Rolling Stones ,(I Can't Get No) Satisfaction  Mono Version / Remastered 2002,1,0,190,0,144899,144899
Fitz and The Tantrums ,Burn It Down,1,0,163,0,144542,144542
Carly Rae Jepsen ,Higher,1,0,174,0,144325,144325
Andrew McMahon in the Wilderness ,Fire Escape,1,0,181,0,144228,144228
Bishop Briggs ,River,1,0,119,0,144143,144143
Phil Collins ,You Can't Hurry Love,1,0,197,0,143886,143886
Calvin Harris ,Dollar Signs,2,0,94,0,82871,143530
Glass Animals ,Life Itself,1,0,160,0,143467,143467
Wiz Khalifa ,Go Hard or Go Home,2,0,194,0,75641,143429
blink,182  Left Alone,1,0,177,0,143276,143276
Mumford & Sons ,Wona,1,0,157,0,143270,143270
Stone Temple Pilots ,Interstate Love Song,1,0,111,0,142728,142728
Frank Ocean ,White Ferrari,1,0,183,0,142569,142569
Gucci Mane ,Richest N**** In The Room,1,0,160,0,142188,142188
Beck ,Turn Away,2,0,157,0,72854,141996
Glass Animals ,Youth,1,0,165,0,141972,141972
Trans,Siberian Orchestra  Christmas Eve/ Sarajevo,2,0,163,0,73074,141807
Sleeping At Last ,I'm Gonna Be (500 Miles),2,0,116,0,75123,141685
French Montana ,Off The Rip,2,0,189,0,79707,141393
Pentatonix ,Silent Night,2,0,168,0,71331,141272
Ariana Grande ,Snow In California,2,0,170,0,70654,141263
Nick Jonas ,Chainsaw,1,0,163,0,141126,141126
Mary J. Blige ,Do You Hear What I Hear?,2,0,171,0,70558,141077
Mura Masa ,Love$ick,1,0,189,0,141036,141036
Young Thug ,Swizz Beatz,1,0,181,0,140318,140318
Pentatonix ,It's the Most Wonderful Time of the Year,2,0,172,0,70188,140198
Charli XCX ,After the Afterparty,1,0,170,0,140115,140115
Coldplay ,Clocks,1,0,109,0,139777,139777
Pitbull ,Greenlight,1,0,165,0,139524,139524
blink,182  San Diego,1,0,186,0,139328,139328
Francis and the Lights ,Friends,1,0,157,0,139310,139310
Kings of Leon ,Sex on Fire,1,0,186,0,139290,139290
Lady Gaga ,Just Another Day,1,0,178,0,139199,139199
Young Thug ,RiRi,1,0,183,0,138957,138957
Mike Posner ,Buried In Detroit  Lucas Löwe Remix,1,0,153,0,138898,138898
Frank Ocean ,Skyline To,1,0,193,0,138832,138832
Shawn Mendes ,Three Empty Words,1,0,194,0,138656,138656
G,Eazy  Still,1,0,183,0,138654,138654
Vaults ,One Last Night,2,0,162,0,69969,138594
Beck ,Phase,2,0,163,0,71483,138230
*NSYNC ,It's Gonna Be Me,1,0,155,0,137967,137967
blink,182  Brohemian Rhapsody,1,0,192,0,137712,137712
Carly Rae Jepsen ,Last Christmas,1,0,130,0,137182,137182
Nick Jonas ,Under You,1,0,177,0,136736,136736
RedOne ,Don't You Need Somebody,1,0,176,0,136618,136618
Mariah Carey ,Always Be My Baby,1,0,174,0,136554,136554
David Bowie ,Diamond Dogs  1999 Remastered Version,1,0,120,0,136527,136527
ScHoolboy Q ,Kno Ya Wrong,1,0,166,0,136244,136244
Rihanna ,Umbrella,1,0,195,0,135968,135968
D'Angelo ,Another Life,2,0,154,0,72947,135942
Grouplove ,Good Morning,1,0,198,0,135684,135684
Gucci Mane ,Robbed,1,0,173,0,135512,135512
Purity Ring ,begin again,2,0,185,0,72869,134983
Stone Temple Pilots ,Plush,1,0,123,0,134801,134801
Eve ,Let Me Blow Ya Mind,2,0,193,0,79551,134694
Missy Elliott ,Pep Rally,1,0,144,0,134627,134627
Various Artists ,Happy,3,0,185,0,47811,134568
Beck ,Loser,2,0,175,0,67490,134202
Galantis ,Make Me Feel,1,0,180,0,133987,133987
The xx ,Intro,2,0,191,0,67745,133767
Chris Brown ,Remember Me,2,0,190,0,68037,133703
D'Angelo ,The Door,2,0,164,0,70940,133515
The Beatles ,Ticket To Ride  Remastered,1,0,164,0,133259,133259
Nicki Minaj ,Big Daddy,2,0,169,0,70580,133124
"Artists Of Then, Now & Forever ",Forever Country,1,0,200,0,132847,132847
Akon ,Hypnotized,1,0,132,0,132805,132805
ScHoolboy Q ,Groovy Tony,1,0,167,0,132649,132649
Kings of Leon ,Muchacho,1,0,189,0,132469,132469
Seeb ,What Do You Love,1,0,190,0,132193,132193
Elton John ,Rocket Man (I Think It's Going To Be A Long Long Time),2,0,188,0,81618,131991
Louis Armstrong ,Winter Wonderland  Single Version,1,0,144,0,131932,131932
Diana Krall ,Have Yourself a Merry Little Christmas,1,0,77,0,131576,131576
Ledinsky ,DonaldTrumpMakesMeWannaSmokeCrack,1,0,168,0,131493,131493
Alex Da Kid ,Not Easy,1,0,193,0,131144,131144
Tony Bennett ,Silver Bells,1,0,150,0,130593,130593
Ariana Grande ,Break Your Heart Right Back,1,0,47,0,130591,130591
Skylar Grey ,I Know You,2,0,178,0,66652,130507
Justin Timberlake ,Rock Your Body,2,0,156,0,67246,130447
David Bowie ,Sound and Vision  1999 Remastered Version,1,0,127,0,130212,130212
Alan Walker ,Sing Me to Sleep,1,0,187,0,130175,130175
Ingrid Michaelson ,Hell No,1,0,166,0,130167,130167
The Beatles ,Sgt. Pepper's Lonely Hearts Club Band  Remastered,1,0,169,0,130071,130071
Jessie Ware ,Meet Me In The Middle,2,0,176,0,65812,129965
Meghan Trainor ,Title,2,0,154,0,66959,129860
AlunaGeorge ,I Remember,1,0,175,0,129461,129461
ScHoolboy Q ,WHateva U Want,1,0,179,0,129448,129448
David Bowie ,Ashes to Ashes,1,0,132,0,129226,129226
Pink Floyd ,"Side 1, Pt. 1: Things Left Unsaid",2,0,107,0,72431,128806
Ciara ,"One, Two Step",1,0,192,0,128492,128492
Jon Bellion ,Overwhelming,1,0,197,0,128250,128250
A Tribe Called Quest ,The Killing Season,1,0,195,0,128238,128238
Party Favor ,Give It To Me Twice,1,0,190,0,128190,128190
Tory Lanez ,To D.R.E.A.M.,1,0,193,0,128161,128161
The Lumineers ,Sick In The Head,1,0,157,0,128108,128108
Solange ,Weary,1,0,194,0,128058,128058
DJ Khaled ,You Mine,1,0,113,0,127840,127840
Gucci Mane ,At Least a M,1,0,191,0,127821,127821
Axwell /\ Ingrosso ,Something New,2,0,145,0,70010,127202
Ying Yang Twins ,Get Low,2,0,158,0,66917,127192
Grouplove ,Welcome To Your Life,1,0,181,0,127185,127185
YG ,One Time Comin',1,0,192,0,126704,126704
CHVRCHES ,Warning Call,1,0,198,0,125958,125958
Solange ,Rise,1,0,199,0,125913,125913
Rufus Wainwright ,"Baby, It’s Cold Outside",1,0,170,0,125909,125909
"Harry Connick, Jr. ",Have a Holly Jolly Christmas,1,0,171,0,125686,125686
AlunaGeorge ,I'm In Control,1,0,132,0,125545,125545
Maroon 5 ,One More Night,1,0,181,0,125417,125417
Wiz Khalifa ,Zoney,1,0,157,0,125220,125220
Louis Armstrong ,What A Wonderful World,1,0,172,0,125133,125133
R3HAB ,Care (Ft. Madi),1,0,178,0,125090,125090
Terror Jr ,3 Strikes,1,0,188,0,124961,124961
David Bowie ,Oh! You Pretty Things  1999 Remastered Version,1,0,135,0,124954,124954
Kiiara ,Intention,1,0,183,0,124510,124510
The Beatles ,Day Tripper  Remastered 2015,1,0,186,0,124379,124379
Gwen Stefani ,Misery,1,0,169,0,124191,124191
The Lumineers ,Patience,1,0,162,0,123891,123891
Rod Stewart ,Have Yourself A Merry Little Christmas,1,0,177,0,123742,123742
David Bowie ,I Can't Give Everything Away,1,0,138,0,123596,123596
Young Thug ,Drippin',1,0,185,0,123462,123462
Little Big Town ,Day Drinking,2,0,133,0,66371,123389
Drake ,Take Care,1,0,175,0,122903,122903
The All,American Rejects  Move Along,1,0,198,0,122599,122599
Swedish House Mafia ,Don't You Worry Child,1,0,179,0,122595,122595
The Black Keys ,Howlin' For You,2,0,126,0,68468,122405
Kanye West ,Saint Pablo,1,0,187,0,122352,122352
Britney Spears ,Clumsy,1,0,197,0,122272,122272
J. Cole ,G.O.M.D.  Live,1,0,160,0,121825,121825
M83 ,Go!,1,0,188,0,121488,121488
CHVRCHES ,Keep You On My Side,1,0,124,0,121266,121266
ScHoolboy Q ,Blank Face,1,0,173,0,121127,121127
System Of A Down ,Chop Suey!,1,0,191,0,121017,121017
DJ Khaled ,Holy Key,1,0,186,0,120751,120751
Imagine Dragons ,Not Today,1,0,195,0,120625,120625
A Tribe Called Quest ,Can I Kick It?,1,0,155,0,120310,120310
Meghan Trainor ,Better,1,0,198,0,120070,120070
Maroon 5 ,Moves Like Jagger  Studio Recording From The Voice Performance,2,0,179,0,68052,119938
Meek Mill ,Tony Story 3,1,0,196,0,119904,119904
Eric Clapton ,Riding With The King,1,0,83,0,119869,119869
A$AP Mob ,Young N***a Living,1,0,179,0,119868,119868
A$AP Mob ,Runner,1,0,181,0,119641,119641
Johnny Mathis ,Silver Bells,1,0,180,0,119453,119453
A Tribe Called Quest ,Buggin' Out,1,0,160,0,119263,119263
Coldplay ,Up&Up,1,0,136,0,119200,119200
Young the Giant ,Something To Believe In,1,0,199,0,118970,118970
David Bowie ,The Next Day,1,0,144,0,118876,118876
Fifth Harmony ,Reflection,2,0,183,0,62546,118870
Stevie Wonder ,Silver Bells,1,0,182,0,118685,118685
Smash Mouth ,All Star,2,0,125,0,63735,118334
Eagles ,One of These Nights  Eagles 2013 Remaster,1,0,137,0,118211,118211
A$AP Mob ,Way Hii,1,0,187,0,118140,118140
Sia ,Unstoppable,1,0,150,0,118080,118080
Young Thug ,Slime Shit,1,0,197,0,117990,117990
Pia Mia ,Touch,1,0,139,0,117546,117546
Brett Young ,Sleep Without You,1,0,188,0,117438,117438
Little Mix ,Hair,1,0,117,0,117418,117418
Various Artists ,Intro from the President,1,0,190,0,117264,117264
Radiohead ,Daydreaming,1,0,174,0,116904,116904
David Bowie ,Suffragette City  2012 Remastered Version,1,0,152,0,116709,116709
Tim McGraw ,Meanwhile Back At Mama's,2,0,161,0,59682,116524
Jerreau ,Really Got It,1,0,198,0,115919,115919
Andy Williams ,The Christmas Song (Chestnuts Roasting On an Open Fire),1,0,193,0,115358,115358
Kiiara ,Feels  Jai Wolf Remix,1,0,182,0,115181,115181
She & Him ,I'll Be Home For Christmas,1,0,194,0,115143,115143
Matt Simons ,Catch & Release  Deepend Remix,1,0,193,0,115111,115111
Beyoncé ,Run the World (Girls),1,0,176,0,115041,115041
Birdy ,Keeping Your Head Up  Don Diablo Remix; Radio Edit,1,0,152,0,114669,114669
Alabama Shakes ,Sound & Color,1,0,172,0,114500,114500
Maroon 5 ,Unkiss Me,1,0,49,0,114240,114240
Calvin Harris ,Faith,2,0,164,0,58849,113427
The 1975 ,Nana,1,0,191,0,113341,113341
The Rolling Stones ,Gimme Shelter,1,0,153,0,113299,113299
The Head And The Heart ,Winter Song,1,0,199,0,113230,113230
The Ronettes ,I Saw Mommy Kissing Santa Claus,1,0,200,0,112482,112482
B.B. King ,The Thrill Is Gone,1,0,92,0,112337,112337
Gryffin ,Heading Home,1,0,159,0,112310,112310
Travis Mills ,Don't Need Much,1,0,190,0,112242,112242
Tiësto ,The Right Song,1,0,160,0,111952,111952
ScHoolboy Q ,Tookie Knows II,1,0,200,0,111944,111944
Jess Glynne ,Ain't Got Far To Go,1,0,129,0,111604,111604
Stone Temple Pilots ,Creep,1,0,169,0,111346,111346
Lana Del Rey ,God Knows I Tried,1,0,143,0,111068,111068
Tori Kelly ,Hollow,1,0,144,0,110952,110952
Macklemore & Ryan Lewis ,Light Tunnels,1,0,161,0,110802,110802
Wiz Khalifa ,Most of Us,1,0,198,0,110234,110234
Mr. Probz ,Waves feat. Chris Brown & T.I  Robin Schulz Remix,2,0,125,0,59509,110130
Bas ,Night Job,1,0,185,0,110065,110065
Wiz Khalifa ,Make a Play (J.R. Donato),1,0,200,0,110047,110047
Tinashe ,Ride Of Your Life,1,0,167,0,109658,109658
Justin Bieber ,Sorry  Latino Remix,1,0,180,0,109286,109286
Troye Sivan ,TALK ME DOWN,1,0,143,0,109083,109083
Jagged Edge ,Where the Party At,1,0,128,0,108824,108824
Eagles ,Desperado  Eagles 2013 Remaster,1,0,159,0,108528,108528
A Tribe Called Quest ,Award Tour,1,0,183,0,107621,107621
David Bowie ,Golden Years  1999 Remastered Version,1,0,170,0,107566,107566
The Chainsmokers ,Until You Were Gone,1,0,150,0,107084,107084
Zedd ,Candyman,1,0,196,0,106386,106386
Death Cab for Cutie ,The Ghosts Of Beverly Drive,1,0,99,0,105735,105735
Eagles ,Life in the Fast Lane  2013 Remaster,1,0,162,0,105600,105600
Demi Lovato ,Stars,1,0,151,0,105596,105596
LÉON ,Nobody Cares,1,0,160,0,105518,105518
Big Grams ,Goldmine Junkie,1,0,159,0,105239,105239
Miguel ,leaves,1,0,130,0,104548,104548
Fort Minor ,Welcome,1,0,120,0,104466,104466
Chris Stapleton ,More Of You,1,0,150,0,104462,104462
Miguel ,waves,1,0,184,0,104379,104379
Chris Stapleton ,Nobody To Blame,1,0,152,0,104267,104267
Selena Gomez ,Rise,1,0,162,0,104174,104174
Eagles ,Peaceful Easy Feeling  Eagles 2013 Remaster,1,0,168,0,103671,103671
The Chainsmokers ,Waterbed,1,0,127,0,103221,103221
PVRIS ,You and I,1,0,187,0,103121,103121
PSY ,DADDY ft. CL of 2NE1,1,0,196,0,102965,102965
Big Grams ,Lights On,1,0,160,0,102768,102768
Tiësto ,Secrets,1,0,132,0,102627,102627
Ty Dolla $ign ,Sitting Pretty,1,0,168,0,102340,102340
ZHU ,Faded,2,0,183,0,54570,102327
House Of Pain ,Jump Around,1,0,190,0,102304,102304
Lana Del Rey ,Terrence Loves You,1,0,163,0,102244,102244
Kevin Gates ,Kno One,1,0,133,0,101845,101845
Nico & Vinz ,Our Love,1,0,179,0,101828,101828
Vance Joy ,Georgia,1,0,173,0,101317,101317
Flo Rida ,Low,1,0,150,0,100877,100877
Aerosmith ,Sweet Emotion,1,0,127,0,100023,100023
Charli XCX ,Vroom Vroom,1,0,196,0,99963,99963
Sam Smith ,Drowning Shadows,1,0,183,0,99629,99629
Naughty Boy ,Runnin' (Lose It All),1,0,173,0,99417,99417
The Beatles ,Yellow Submarine  Remastered 2009,1,0,159,0,99377,99377
The Chainsmokers ,New York City,1,0,183,0,99300,99300
Ty Dolla $ign ,LA,1,0,185,0,98844,98844
Pusha T ,M.F.T.R.,1,0,194,0,98625,98625
Bring Me The Horizon ,Avalanche,1,0,160,0,98490,98490
Miley Cyrus ,Hands Of Love,1,0,174,0,97502,97502
B.B. King ,Better Not Look Down  Single Version,1,0,121,0,97319,97319
Disclosure ,Good Intentions,1,0,184,0,96875,96875
Jason Derulo ,Broke,1,0,133,0,96807,96807
Cheat Codes ,Don't Say No,1,0,141,0,96686,96686
One Direction ,Perfect  Stripped,1,0,166,0,96523,96523
BANNERS ,Shine A Light,1,0,188,0,96083,96083
Imagine Dragons ,Roots,1,0,164,0,95977,95977
Muse ,Defector,1,0,135,0,95905,95905
Motörhead ,Ace Of Spades,1,0,175,0,95772,95772
Mac Miller ,Doors,1,0,189,0,95158,95158
The Game ,Step Up,1,0,191,0,95065,95065
Florence + The Machine ,"How Big, How Blue, How Beautiful",1,0,152,0,94821,94821
Lana Del Rey ,Religion,1,0,190,0,94794,94794
Lana Del Rey ,Salvatore,1,0,191,0,94694,94694
John Mellencamp ,Small Town,1,0,136,0,94542,94542
David Bowie ,Blue Jean  1999 Remastered Version,1,0,199,0,94377,94377
Weezer ,Island In The Sun,1,0,135,0,94264,94264
The Chainsmokers ,Let You Go,1,0,114,0,94187,94187
Simple Minds ,Don't You (Forget About Me)  Remastered,1,0,167,0,94186,94186
Leona Lewis ,Fire Under My Feet,1,0,140,0,92947,92947
X Ambassadors ,Gorgeous,1,0,154,0,91669,91669
Chris Stapleton ,When The Stars Come Out,1,0,193,0,91324,91324
Carly Rae Jepsen ,Warm Blood,1,0,155,0,90591,90591
Carly Rae Jepsen ,Emotion,1,0,149,0,90242,90242
Majid Jordan ,My Love,1,0,164,0,90154,90154
Haley Reinhart ,Can't Help Falling in Love,1,0,166,0,90126,90126
T.I. ,Peanut Butter Jelly,1,0,188,0,89515,89515
Francesco Yates ,Call,1,0,190,0,89456,89456
Snoop Dogg ,R U A Freak,1,0,140,0,89212,89212
